round,client_id,accuracy,loss
1,1,54.140127388535035,0.9872695922851562
2,1,75.79617834394904,0.7193495601415634
3,1,80.89171974522293,0.6078082397580147
4,1,83.43949044585987,0.5512814410030842
5,1,82.1656050955414,0.4864185228943825
